ID,DATA_MOV,DATA_INS,IMPORTO,DARE_AVERE,ID_TIPO_MOV,ID_CONTO,NOTE
352,2021-05-13,2021-05-17 14:06:21,29,9,False,1,2,
353,2021-05-13,2021-05-17 14:06:42,55,False,1,2,
354,2021-05-14,2021-05-17 14:09:05,12,65,False,1,1,
355,2021-05-15,2021-05-17 14:09:25,13,98,False,1,2,
356,2021-05-15,2021-05-17 14:09:51,5,False,1,1,
357,2021-05-15,2021-05-17 14:14:03,16,False,1,2,
358,2021-05-16,2021-05-17 14:14:25,35,False,1,2,
359,2021-05-14,2021-05-17 14:15:14,4,False,1,2,
360,2021-05-14,2021-05-17 14:15:31,4,False,5,2,
361,2021-05-11,2021-05-17 14:30:16,2783,45,True,3,5,
362,2021-05-17,2021-05-18 00:07:21,5,5,False,1,4,
363,2021-05-17,2021-05-18 00:08:57,6,4000001,False,1,1,
364,2021-05-18,2021-05-19 11:19:30,7,4000001,False,1,1,
365,2021-05-18,2021-05-19 11:19:48,10,False,1,1,
366,2021-05-18,2021-05-19 11:20:01,45,False,1,1,
367,2021-05-14,2021-05-19 11:47:46,12,False,1,2,
368,2021-05-19,2021-05-19 19:04:19,17,6,False,5,2,
369,2021-05-19,2021-05-20 02:27:31,8,False,1,2,
370,2021-05-21,2021-05-21 18:00:49,4,False,1,1,
371,2021-05-21,2021-05-23 15:54:27,10,False,1,2,
372,2021-05-21,2021-05-23 15:54:57,6,1999998,False,1,2,
373,2021-05-21,2021-05-23 15:55:16,5,False,1,2,
374,2021-05-22,2021-05-23 15:55:48,9,False,1,2,
375,2021-05-22,2021-05-23 15:56:07,6,1999998,False,1,2,
376,2021-05-22,2021-05-23 15:56:25,8,False,1,2,
377,2021-05-22,2021-05-23 15:56:48,8,False,5,2,
378,2021-05-23,2021-05-24 16:20:09,15,False,1,2,
379,2021-05-23,2021-05-24 16:24:23,1,9,False,1,1,
381,2021-05-21,2021-05-25 00:38:39,4,True,6,1,[Saldo del credito DeC_4] 
382,2021-05-14,2021-05-25 00:49:06,5,True,6,1,[Saldo del credito DeC_3] 
383,2021-05-15,2021-05-25 00:50:11,1061,True,6,5,[Saldo del credito DeC_2] 
